iter	Logloss
559	0.319985207
560	0.3193597762
561	0.3191029536
562	0.3184818045
563	0.3180666947
564	0.3175219687
565	0.317038047
566	0.3160913839
567	0.315649506
568	0.315419727
569	0.3151853161
570	0.3148942325
571	0.3145121755
572	0.3139343395
573	0.31368411
574	0.3133903378
575	0.3131725876
576	0.3128931902
577	0.3126185173
578	0.3121872346
579	0.3120241208
580	0.3117857029
581	0.3114064233
582	0.3105421502
583	0.3102575303
584	0.3100504225
585	0.309441943
586	0.3091535502
587	0.3089176676
588	0.3086603185
589	0.3083017699
590	0.3080713745
591	0.3075228566
592	0.3072541428
593	0.3069627487
594	0.3067046535
595	0.3063308749
596	0.3061186833
597	0.3059023756
598	0.3053453074
599	0.3051478504
600	0.3049698528
601	0.3047350376
602	0.3043059426
603	0.3041018082
604	0.3038722939
605	0.3034494793
606	0.3032398544
607	0.303046883
608	0.3027235008
609	0.3025392898
610	0.302230153
611	0.30198559
612	0.3015990234
613	0.3013843851
614	0.3009887505
615	0.3006360367
616	0.2996580813
617	0.2994906702
618	0.2990658474
619	0.2989220416
620	0.2987105767
621	0.298062651
622	0.2977658563
623	0.2973759983
624	0.2970619352
625	0.2967874987
626	0.2964732156
627	0.2959221282
628	0.2957886923
629	0.2954902795
630	0.2948115881
631	0.2946130292
632	0.2943332232
633	0.2940908954
634	0.2938421653
635	0.2935743555
636	0.2932221451
637	0.2929957793
638	0.292654282
639	0.2924578857
640	0.2921724522
641	0.2919952659
642	0.2916766801
643	0.2913942944
644	0.2907577345
645	0.2906060489
646	0.2897215628
647	0.2894709767
648	0.2892496862
649	0.2890197922
650	0.2881992961
651	0.2879490096
652	0.2874768827
653	0.2872735171
654	0.2868184887
655	0.2863367787
656	0.2860439399
657	0.2855019406
658	0.2851965809
659	0.2849435487
660	0.2847139047
661	0.2844802603
662	0.2841961786
663	0.2837739934
664	0.2832364562
665	0.2829306491
666	0.2824442917
667	0.2821255246
668	0.2819020862
669	0.2815744831
670	0.280826378
671	0.2805502403
672	0.2802110041
673	0.2800537874
674	0.2798552174
675	0.2793011254
676	0.2790986333
677	0.2788922393
678	0.278371635
679	0.2780500471
680	0.2778818538
681	0.2776040005
682	0.2773820889
683	0.2771684781
684	0.2769586459
685	0.276649395
686	0.2764354308
687	0.2762120459
688	0.2759830042
689	0.2753121531
690	0.2746216685
691	0.274452787
692	0.2742583159
693	0.2739737854
694	0.2737975011
695	0.2736087652
696	0.273319189
697	0.2731266215
698	0.2726078179
699	0.2722932175
700	0.2719312014
701	0.2716701025
702	0.2715081117
703	0.2711081814
704	0.2710109936
705	0.2707177054
706	0.270114486
707	0.2698785007
708	0.2692477087
709	0.2689239957
710	0.2687342578
711	0.2683746309
712	0.2679077017
713	0.2676852171
714	0.2674605209
715	0.2672543945
716	0.2670800652
717	0.2667506195
718	0.2665973008
719	0.2664315346
720	0.2662860035
721	0.26610515
722	0.2657193629
723	0.2655124563
724	0.2652971523
725	0.2648374913
726	0.2646116152
727	0.2644014251
728	0.2642355708
729	0.2636563144
730	0.2634578045
731	0.2632076434
732	0.2627989502
733	0.262617351
734	0.2624384963
735	0.262020575
736	0.2618378629
737	0.2616281452
738	0.261451118
739	0.2610435456
740	0.2608429912
741	0.2606433516
742	0.2604050304
743	0.2601638088
744	0.2597256201
745	0.2595898944
746	0.2593758949
747	0.259183655
748	0.2589546408
749	0.2586638775
750	0.2585035877
751	0.2583189598
752	0.2581324357
753	0.2579395155
754	0.2577478277
755	0.2576053233
756	0.2574260543
757	0.2572446114
758	0.2570294968
759	0.2568571152
760	0.2566228329
761	0.25623836
762	0.2560252086
763	0.2558343139
764	0.2556475438
765	0.2554810459
766	0.2552404453
767	0.2551142
768	0.2549756503
769	0.2545974682
770	0.2541575298
771	0.2540271278
772	0.253633788
773	0.2532954322
774	0.2531470107
775	0.2528242859
776	0.2526413526
777	0.2524816297
778	0.2523001462
779	0.2521355125
780	0.2519449341
781	0.2517446124
782	0.2515597926
783	0.2512921483
784	0.2509652692
785	0.2508056226
786	0.250642161
787	0.2504999524
788	0.2503496462
789	0.2502207538
790	0.2499846191
791	0.2496974
792	0.2493562925
793	0.2489906715
794	0.2488348122
795	0.2485049652
796	0.2483971349
797	0.2482049512
798	0.2480429607
799	0.2476957068
800	0.2475329218
801	0.2473717935
802	0.2472518434
803	0.2470532905
804	0.2468626403
805	0.2467030478
806	0.2466082463
807	0.2464586006
808	0.2461950021
809	0.2459279999
810	0.2457625543
811	0.2455069646
812	0.245340794
813	0.245138982
814	0.2448520322
815	0.2443812518
816	0.2441907473
817	0.2438496022
818	0.2436566277
819	0.2434902008
820	0.2432900621
821	0.2431202784
822	0.2429295303
823	0.2427570392
824	0.2426079164
825	0.242418529
826	0.242264355
827	0.2420581524
828	0.241800751
829	0.2416326861
830	0.241389292
831	0.2411051
832	0.2409613615
833	0.2407644366
834	0.2405985198
835	0.240357105
836	0.2401781258
837	0.2399482774
838	0.2397877736
839	0.2396389032
840	0.2394687478
841	0.2393190867
842	0.2391252052
843	0.2388953299
844	0.2387343357
845	0.2384756298
846	0.2382392736
847	0.2378759347
848	0.2377345998
849	0.2373533922
850	0.2372011075
851	0.2370484151
852	0.2368965755
853	0.2367514179
854	0.2366617329
855	0.2364254376
856	0.2362795052
857	0.2361709071
858	0.2360025306
859	0.2357763332
860	0.2356336864
861	0.2354660822
862	0.2350556288
863	0.2349353534
864	0.2348281888
865	0.234551093
866	0.2343265704
867	0.2341917769
868	0.234025307
869	0.2339122849
870	0.2337566608
871	0.2335476127
872	0.2333895055
873	0.233059906
874	0.2329002311
875	0.2327018957
876	0.2325652047
877	0.2323486669
878	0.2321613217
879	0.2319537491
880	0.2318408477
881	0.2316763777
882	0.2314796481
883	0.2312981907
884	0.2311852538
885	0.2309205583
886	0.2306811262
887	0.2305156803
888	0.230344977
889	0.2302338107
890	0.2300348372
891	0.2298890253
892	0.2296023116
893	0.2293513309
894	0.2292445855
895	0.2291400545
896	0.2289739293
897	0.2288271649
898	0.2287069967
899	0.2286085808
900	0.2283586541
901	0.2280850197
902	0.2279768883
903	0.2278369747
904	0.2277031019
905	0.2275435056
906	0.227376635
907	0.2271950066
908	0.2269509185
909	0.2268032119
910	0.2265676688
911	0.2263858589
912	0.2262201776
913	0.2259023998
914	0.2257663682
915	0.225619208
916	0.2254746059
917	0.2252913328
918	0.2251541785
919	0.2250554163
920	0.2249139069
921	0.224555354
922	0.2244467273
923	0.2242832141
924	0.2241242232
925	0.2239538856
926	0.2238134005
927	0.2237349913
928	0.2235082746
929	0.2233033628
930	0.2231650569
931	0.2230226657
932	0.222894016
933	0.2227224665
934	0.2225557935
935	0.2223144505
936	0.2222286629
937	0.2221656578
938	0.2219785317
939	0.2217792781
940	0.2216161345
941	0.2213029784
942	0.2211255531
943	0.2209715784
944	0.2208339971
945	0.2206166168
946	0.2203832621
947	0.2201258625
948	0.2200018246
949	0.2197925005
950	0.2195932837
951	0.2194717602
952	0.219328568
953	0.2191111018
954	0.2188409684
955	0.2186853186
956	0.218551054
957	0.2184151489
958	0.2183139845
959	0.2181969732
960	0.2181227312
961	0.217970901
962	0.2177523937
963	0.2176104182
964	0.2174127407
965	0.217260976
966	0.217064703
967	0.216870884
968	0.2167459109
969	0.2166405518
970	0.2163217017
971	0.2161673415
972	0.2160428613
973	0.2159656916
974	0.2157526361
975	0.215594257
976	0.2154608679
977	0.215365297
978	0.2152256811
979	0.2150931131
980	0.2148623934
981	0.2146456733
982	0.2144996666
983	0.2142739601
984	0.2141534253
985	0.214004433
986	0.2138705613
987	0.2137229129
988	0.2134888907
989	0.213382293
990	0.2132214524
991	0.2130857541
992	0.2128874004
993	0.2127813592
994	0.2125753754
995	0.2123955913
996	0.2122971602
997	0.2121251806
998	0.2119710782
999	0.2118365728
